"Time (UTCG)","Magnitude (km)"
2 Jan 2023 23:10:00.000,399331.109786
2 Jan 2023 23:11:00.000,399339.505783
2 Jan 2023 23:12:00.000,399347.820567
2 Jan 2023 23:13:00.000,399356.054034
2 Jan 2023 23:14:00.000,399364.206082
2 Jan 2023 23:15:00.000,399372.276610
2 Jan 2023 23:16:00.000,399380.265520
2 Jan 2023 23:17:00.000,399388.172713
2 Jan 2023 23:18:00.000,399395.998093
2 Jan 2023 23:19:00.000,399403.741565
2 Jan 2023 23:20:00.000,399411.403036
2 Jan 2023 23:21:00.000,399418.982414
2 Jan 2023 23:22:00.000,399426.479607
2 Jan 2023 23:23:00.000,399433.894526
2 Jan 2023 23:24:00.000,399441.227084
2 Jan 2023 23:25:00.000,399448.477194
2 Jan 2023 23:26:00.000,399455.644771
2 Jan 2023 23:27:00.000,399462.729731
2 Jan 2023 23:28:00.000,399469.731993
2 Jan 2023 23:29:00.000,399476.651475
2 Jan 2023 23:30:00.000,399483.488098
2 Jan 2023 23:31:00.000,399490.241784
2 Jan 2023 23:32:00.000,399496.912456
2 Jan 2023 23:33:00.000,399503.500041
2 Jan 2023 23:34:00.000,399510.004463
2 Jan 2023 23:35:00.000,399516.425651
2 Jan 2023 23:36:00.000,399522.763533
2 Jan 2023 23:37:00.000,399529.018042
2 Jan 2023 23:38:00.000,399535.189108
2 Jan 2023 23:39:00.000,399541.276665
2 Jan 2023 23:40:00.000,399547.280648
2 Jan 2023 23:41:00.000,399553.200994
2 Jan 2023 23:42:00.000,399559.037641
2 Jan 2023 23:43:00.000,399564.790527
2 Jan 2023 23:44:00.000,399570.459594
2 Jan 2023 23:45:00.000,399576.044783
2 Jan 2023 23:46:00.000,399581.546038
2 Jan 2023 23:47:00.000,399586.963305
2 Jan 2023 23:48:00.000,399592.296530
2 Jan 2023 23:49:00.000,399597.545660
2 Jan 2023 23:50:00.000,399602.710645
2 Jan 2023 23:51:00.000,399607.791436
2 Jan 2023 23:52:00.000,399612.787986
2 Jan 2023 23:53:00.000,399617.700247
2 Jan 2023 23:54:00.000,399622.528176
2 Jan 2023 23:55:00.000,399627.271728
2 Jan 2023 23:56:00.000,399631.930861
2 Jan 2023 23:57:00.000,399636.505537
2 Jan 2023 23:58:00.000,399640.995714
2 Jan 2023 23:59:00.000,399645.401356
3 Jan 2023 00:00:00.000,399649.722427
3 Jan 2023 00:01:00.000,399653.958891
3 Jan 2023 00:02:00.000,399658.110716
3 Jan 2023 00:03:00.000,399662.177870
3 Jan 2023 00:04:00.000,399666.160322
3 Jan 2023 00:05:00.000,399670.058044
3 Jan 2023 00:06:00.000,399673.871008
3 Jan 2023 00:07:00.000,399677.599189
3 Jan 2023 00:08:00.000,399681.242561
3 Jan 2023 00:09:00.000,399684.801102
3 Jan 2023 00:10:00.000,399688.274790
3 Jan 2023 00:11:00.000,399691.663605
3 Jan 2023 00:12:00.000,399694.967529
3 Jan 2023 00:13:00.000,399698.186543
3 Jan 2023 00:14:00.000,399701.320633
3 Jan 2023 00:15:00.000,399704.369783
3 Jan 2023 00:16:00.000,399707.333982
3 Jan 2023 00:17:00.000,399710.213217
3 Jan 2023 00:18:00.000,399713.007479
3 Jan 2023 00:19:00.000,399715.716759
3 Jan 2023 00:20:00.000,399718.341051
3 Jan 2023 00:21:00.000,399720.880348
3 Jan 2023 00:22:00.000,399723.334647
3 Jan 2023 00:23:00.000,399725.703944
3 Jan 2023 00:24:00.000,399727.988239
3 Jan 2023 00:25:00.000,399730.187532
3 Jan 2023 00:26:00.000,399732.301824
3 Jan 2023 00:27:00.000,399734.331119
3 Jan 2023 00:28:00.000,399736.275422
3 Jan 2023 00:29:00.000,399738.134738
3 Jan 2023 00:30:00.000,399739.909075
3 Jan 2023 00:31:00.000,399741.598441
3 Jan 2023 00:32:00.000,399743.202848
3 Jan 2023 00:33:00.000,399744.722308
3 Jan 2023 00:34:00.000,399746.156833
3 Jan 2023 00:35:00.000,399747.506438
3 Jan 2023 00:36:00.000,399748.771140
3 Jan 2023 00:37:00.000,399749.950957
3 Jan 2023 00:38:00.000,399751.045907
3 Jan 2023 00:39:00.000,399752.056011
3 Jan 2023 00:40:00.000,399752.981291
3 Jan 2023 00:41:00.000,399753.821772
3 Jan 2023 00:42:00.000,399754.577477
3 Jan 2023 00:43:00.000,399755.248433
3 Jan 2023 00:44:00.000,399755.834668
3 Jan 2023 00:45:00.000,399756.336212
3 Jan 2023 00:46:00.000,399756.753095
3 Jan 2023 00:47:00.000,399757.085349
3 Jan 2023 00:48:00.000,399757.333009
3 Jan 2023 00:49:00.000,399757.496108
3 Jan 2023 00:50:00.000,399757.574685
3 Jan 2023 00:51:00.000,399757.568777
3 Jan 2023 00:52:00.000,399757.478423
3 Jan 2023 00:53:00.000,399757.303664
3 Jan 2023 00:54:00.000,399757.044543
3 Jan 2023 00:55:00.000,399756.701103
3 Jan 2023 00:56:00.000,399756.273390
3 Jan 2023 00:57:00.000,399755.761450
3 Jan 2023 00:58:00.000,399755.165332
3 Jan 2023 00:59:00.000,399754.485086
3 Jan 2023 01:00:00.000,399753.720761
3 Jan 2023 01:01:00.000,399752.872411
3 Jan 2023 01:02:00.000,399751.940090
3 Jan 2023 01:03:00.000,399750.923853
3 Jan 2023 01:04:00.000,399749.823756
3 Jan 2023 01:05:00.000,399748.639858
3 Jan 2023 01:06:00.000,399747.372219
3 Jan 2023 01:07:00.000,399746.020900
3 Jan 2023 01:08:00.000,399744.585963
3 Jan 2023 01:09:00.000,399743.067472
3 Jan 2023 01:10:00.000,399741.465493
3 Jan 2023 01:11:00.000,399739.780091
3 Jan 2023 01:12:00.000,399738.011337
3 Jan 2023 01:13:00.000,399736.159299
3 Jan 2023 01:14:00.000,399734.224048
3 Jan 2023 01:15:00.000,399732.205658
3 Jan 2023 01:16:00.000,399730.104201
3 Jan 2023 01:17:00.000,399727.919754
3 Jan 2023 01:18:00.000,399725.652392
3 Jan 2023 01:19:00.000,399723.302195
3 Jan 2023 01:20:00.000,399720.869242
3 Jan 2023 01:21:00.000,399718.353614
3 Jan 2023 01:22:00.000,399715.755394
3 Jan 2023 01:23:00.000,399713.074665
3 Jan 2023 01:24:00.000,399710.311513
3 Jan 2023 01:25:00.000,399707.466024
3 Jan 2023 01:26:00.000,399704.538287
3 Jan 2023 01:27:00.000,399701.528390
3 Jan 2023 01:28:00.000,399698.436426
3 Jan 2023 01:29:00.000,399695.262487
3 Jan 2023 01:30:00.000,399692.006666
3 Jan 2023 01:31:00.000,399688.669058
3 Jan 2023 01:32:00.000,399685.249760
3 Jan 2023 01:33:00.000,399681.748870
3 Jan 2023 01:34:00.000,399678.166488
3 Jan 2023 01:35:00.000,399674.502714
3 Jan 2023 01:36:00.000,399670.757650
3 Jan 2023 01:37:00.000,399666.931399
3 Jan 2023 01:38:00.000,399663.024068
3 Jan 2023 01:39:00.000,399659.035762
3 Jan 2023 01:40:00.000,399654.966589
3 Jan 2023 01:41:00.000,399650.816658
3 Jan 2023 01:42:00.000,399646.586080
3 Jan 2023 01:43:00.000,399642.274966
3 Jan 2023 01:44:00.000,399637.883430
3 Jan 2023 01:45:00.000,399633.411587
3 Jan 2023 01:46:00.000,399628.859552
3 Jan 2023 01:47:00.000,399624.227443
3 Jan 2023 01:48:00.000,399619.515379
3 Jan 2023 01:49:00.000,399614.723480
3 Jan 2023 01:50:00.000,399609.851867
3 Jan 2023 01:51:00.000,399604.900664
3 Jan 2023 01:52:00.000,399599.869995
3 Jan 2023 01:53:00.000,399594.759985
3 Jan 2023 01:54:00.000,399589.570761
3 Jan 2023 01:55:00.000,399584.302453
3 Jan 2023 01:56:00.000,399578.955188
3 Jan 2023 01:57:00.000,399573.529100
3 Jan 2023 01:58:00.000,399568.024319
3 Jan 2023 01:59:00.000,399562.440981
3 Jan 2023 02:00:00.000,399556.779219
3 Jan 2023 02:01:00.000,399551.039171
3 Jan 2023 02:02:00.000,399545.220975
3 Jan 2023 02:03:00.000,399539.324769
3 Jan 2023 02:04:00.000,399533.350695
3 Jan 2023 02:05:00.000,399527.298893
3 Jan 2023 02:06:00.000,399521.169508
3 Jan 2023 02:07:00.000,399514.962684
3 Jan 2023 02:08:00.000,399508.678566
3 Jan 2023 02:09:00.000,399502.317302
3 Jan 2023 02:10:00.000,399495.879041
3 Jan 2023 02:11:00.000,399489.363933
3 Jan 2023 02:12:00.000,399482.772128
3 Jan 2023 02:13:00.000,399476.103779
3 Jan 2023 02:14:00.000,399469.359041
3 Jan 2023 02:15:00.000,399462.538067
3 Jan 2023 02:16:00.000,399455.641015
3 Jan 2023 02:17:00.000,399448.668043
3 Jan 2023 02:18:00.000,399441.619309
3 Jan 2023 02:19:00.000,399434.494975
3 Jan 2023 02:20:00.000,399427.295201
3 Jan 2023 02:21:00.000,399420.020151
3 Jan 2023 02:22:00.000,399412.669988
3 Jan 2023 02:23:00.000,399405.244880
3 Jan 2023 02:24:00.000,399397.744992
3 Jan 2023 02:25:00.000,399390.170493
3 Jan 2023 02:26:00.000,399382.521552
3 Jan 2023 02:27:00.000,399374.798340
3 Jan 2023 02:28:00.000,399367.001029
3 Jan 2023 02:29:00.000,399359.129793
3 Jan 2023 02:30:00.000,399351.184806
3 Jan 2023 02:31:00.000,399343.166243
3 Jan 2023 02:32:00.000,399335.074283
3 Jan 2023 02:33:00.000,399326.909104
3 Jan 2023 02:34:00.000,399318.670884
3 Jan 2023 02:35:00.000,399310.359806
3 Jan 2023 02:36:00.000,399301.976052
3 Jan 2023 02:37:00.000,399293.519804
3 Jan 2023 02:38:00.000,399284.991248
3 Jan 2023 02:39:00.000,399276.390570
3 Jan 2023 02:40:00.000,399267.717956
3 Jan 2023 02:41:00.000,399258.973596
3 Jan 2023 02:42:00.000,399250.157679
3 Jan 2023 02:43:00.000,399241.270396
3 Jan 2023 02:44:00.000,399232.311940
3 Jan 2023 02:45:00.000,399223.282503
3 Jan 2023 02:46:00.000,399214.182281
3 Jan 2023 02:47:00.000,399205.011469
3 Jan 2023 02:48:00.000,399195.770264
3 Jan 2023 02:49:00.000,399186.458866
3 Jan 2023 02:50:00.000,399177.077472
3 Jan 2023 02:51:00.000,399167.626285
3 Jan 2023 02:52:00.000,399158.105506
3 Jan 2023 02:53:00.000,399148.515338
3 Jan 2023 02:54:00.000,399138.855986
3 Jan 2023 02:55:00.000,399129.127656
3 Jan 2023 02:56:00.000,399119.330553
3 Jan 2023 02:57:00.000,399109.464887
3 Jan 2023 02:58:00.000,399099.530866
3 Jan 2023 02:59:00.000,399089.528701
3 Jan 2023 03:00:00.000,399079.458604
3 Jan 2023 03:01:00.000,399069.320786
3 Jan 2023 03:02:00.000,399059.115462
3 Jan 2023 03:03:00.000,399048.842848
3 Jan 2023 03:04:00.000,399038.503159
3 Jan 2023 03:05:00.000,399028.096612
3 Jan 2023 03:06:00.000,399017.623428
3 Jan 2023 03:07:00.000,399007.083824
3 Jan 2023 03:08:00.000,398996.478023
3 Jan 2023 03:09:00.000,398985.806246
3 Jan 2023 03:10:00.000,398975.068716
3 Jan 2023 03:11:00.000,398964.265658
3 Jan 2023 03:12:00.000,398953.397298
3 Jan 2023 03:13:00.000,398942.463862
3 Jan 2023 03:14:00.000,398931.465578
3 Jan 2023 03:15:00.000,398920.402674
3 Jan 2023 03:16:00.000,398909.275382
3 Jan 2023 03:17:00.000,398898.083931
3 Jan 2023 03:18:00.000,398886.828555
3 Jan 2023 03:19:00.000,398875.509487
3 Jan 2023 03:20:00.000,398864.126962
3 Jan 2023 03:21:00.000,398852.681214
3 Jan 2023 03:22:00.000,398841.172481
3 Jan 2023 03:23:00.000,398829.601001
3 Jan 2023 03:24:00.000,398817.967012
3 Jan 2023 03:25:00.000,398806.270755
3 Jan 2023 03:26:00.000,398794.512471
3 Jan 2023 03:27:00.000,398782.692402
3 Jan 2023 03:28:00.000,398770.810792
3 Jan 2023 03:29:00.000,398758.867884
3 Jan 2023 03:30:00.000,398746.863925
3 Jan 2023 03:31:00.000,398734.799160
3 Jan 2023 03:32:00.000,398722.673838
3 Jan 2023 03:33:00.000,398710.488207
3 Jan 2023 03:34:00.000,398698.242517
3 Jan 2023 03:35:00.000,398685.937018
3 Jan 2023 03:36:00.000,398673.571963
3 Jan 2023 03:37:00.000,398661.147605
3 Jan 2023 03:38:00.000,398648.664197
3 Jan 2023 03:39:00.000,398636.121994
3 Jan 2023 03:40:00.000,398623.521252
3 Jan 2023 03:41:00.000,398610.862229
3 Jan 2023 03:42:00.000,398598.145182
3 Jan 2023 03:43:00.000,398585.370371
3 Jan 2023 03:44:00.000,398572.538055
3 Jan 2023 03:45:00.000,398559.648497
3 Jan 2023 03:46:00.000,398546.701957
3 Jan 2023 03:47:00.000,398533.698699
3 Jan 2023 03:48:00.000,398520.638987
3 Jan 2023 03:49:00.000,398507.523086
3 Jan 2023 03:50:00.000,398494.351263
3 Jan 2023 03:51:00.000,398481.123785
3 Jan 2023 03:52:00.000,398467.840919
3 Jan 2023 03:53:00.000,398454.502935
3 Jan 2023 03:54:00.000,398441.110102
3 Jan 2023 03:55:00.000,398427.662693
3 Jan 2023 03:56:00.000,398414.160978
3 Jan 2023 03:57:00.000,398400.605231
3 Jan 2023 03:58:00.000,398386.995725
3 Jan 2023 03:59:00.000,398373.332736
3 Jan 2023 04:00:00.000,398359.616540
3 Jan 2023 04:01:00.000,398345.847412
3 Jan 2023 04:02:00.000,398332.025632
3 Jan 2023 04:03:00.000,398318.151476
3 Jan 2023 04:04:00.000,398304.225226
3 Jan 2023 04:05:00.000,398290.247161
3 Jan 2023 04:06:00.000,398276.217563
3 Jan 2023 04:07:00.000,398262.136714
3 Jan 2023 04:08:00.000,398248.004898
3 Jan 2023 04:09:00.000,398233.822398
3 Jan 2023 04:10:00.000,398219.589500
3 Jan 2023 04:11:00.000,398205.306489
3 Jan 2023 04:12:00.000,398190.973653
3 Jan 2023 04:13:00.000,398176.591279
3 Jan 2023 04:14:00.000,398162.159655
3 Jan 2023 04:15:00.000,398147.679072
3 Jan 2023 04:16:00.000,398133.149820
3 Jan 2023 04:17:00.000,398118.572189
3 Jan 2023 04:18:00.000,398103.946472
3 Jan 2023 04:19:00.000,398089.272962
3 Jan 2023 04:20:00.000,398074.551953
3 Jan 2023 04:21:00.000,398059.783739
3 Jan 2023 04:22:00.000,398044.968616
3 Jan 2023 04:23:00.000,398030.106880
3 Jan 2023 04:24:00.000,398015.198828
3 Jan 2023 04:25:00.000,398000.244759
3 Jan 2023 04:26:00.000,397985.244971
3 Jan 2023 04:27:00.000,397970.199764
3 Jan 2023 04:28:00.000,397955.109438
3 Jan 2023 04:29:00.000,397939.974295
3 Jan 2023 04:30:00.000,397924.794637
3 Jan 2023 04:31:00.000,397909.570766
3 Jan 2023 04:32:00.000,397894.302987
3 Jan 2023 04:33:00.000,397878.991603
3 Jan 2023 04:34:00.000,397863.636921
3 Jan 2023 04:35:00.000,397848.239245
3 Jan 2023 04:36:00.000,397832.798884
3 Jan 2023 04:37:00.000,397817.316144
3 Jan 2023 04:38:00.000,397801.791334
3 Jan 2023 04:39:00.000,397786.224763
3 Jan 2023 04:40:00.000,397770.616740
3 Jan 2023 04:41:00.000,397754.967578
3 Jan 2023 04:42:00.000,397739.277586
3 Jan 2023 04:43:00.000,397723.547077
3 Jan 2023 04:44:00.000,397707.776364
3 Jan 2023 04:45:00.000,397691.965760
3 Jan 2023 04:46:00.000,397676.115580
3 Jan 2023 04:47:00.000,397660.226139
3 Jan 2023 04:48:00.000,397644.297752
3 Jan 2023 04:49:00.000,397628.330736
3 Jan 2023 04:50:00.000,397612.325408
3 Jan 2023 04:51:00.000,397596.282086
3 Jan 2023 04:52:00.000,397580.201088
3 Jan 2023 04:53:00.000,397564.082734
3 Jan 2023 04:54:00.000,397547.927343
3 Jan 2023 04:55:00.000,397531.735236
3 Jan 2023 04:56:00.000,397515.506735
3 Jan 2023 04:57:00.000,397499.242160
3 Jan 2023 04:58:00.000,397482.941835
3 Jan 2023 04:59:00.000,397466.606084
3 Jan 2023 05:00:00.000,397450.235229
3 Jan 2023 05:01:00.000,397433.829595
3 Jan 2023 05:02:00.000,397417.389508
3 Jan 2023 05:03:00.000,397400.915294
3 Jan 2023 05:04:00.000,397384.407278
3 Jan 2023 05:05:00.000,397367.865787
3 Jan 2023 05:06:00.000,397351.291150
3 Jan 2023 05:07:00.000,397334.683695
3 Jan 2023 05:08:00.000,397318.043750
3 Jan 2023 05:09:00.000,397301.371645
3 Jan 2023 05:10:00.000,397284.667711
3 Jan 2023 05:11:00.000,397267.932277
3 Jan 2023 05:12:00.000,397251.165674
3 Jan 2023 05:13:00.000,397234.368236
3 Jan 2023 05:14:00.000,397217.540294
3 Jan 2023 05:15:00.000,397200.682180
3 Jan 2023 05:16:00.000,397183.794230
3 Jan 2023 05:17:00.000,397166.876775
3 Jan 2023 05:18:00.000,397149.930153
3 Jan 2023 05:19:00.000,397132.954696
3 Jan 2023 05:20:00.000,397115.950742
3 Jan 2023 05:21:00.000,397098.918626
3 Jan 2023 05:22:00.000,397081.858684
3 Jan 2023 05:23:00.000,397064.771256
3 Jan 2023 05:24:00.000,397047.656677
3 Jan 2023 05:25:00.000,397030.515287
3 Jan 2023 05:26:00.000,397013.347424
3 Jan 2023 05:27:00.000,396996.153427
3 Jan 2023 05:28:00.000,396978.933637
3 Jan 2023 05:29:00.000,396961.688393
3 Jan 2023 05:30:00.000,396944.418036
3 Jan 2023 05:31:00.000,396927.122908
3 Jan 2023 05:32:00.000,396909.803351
3 Jan 2023 05:33:00.000,396892.459705
3 Jan 2023 05:34:00.000,396875.092315
3 Jan 2023 05:35:00.000,396857.701522
3 Jan 2023 05:36:00.000,396840.287672
3 Jan 2023 05:37:00.000,396822.851106
3 Jan 2023 05:38:00.000,396805.392171
3 Jan 2023 05:39:00.000,396787.911210
3 Jan 2023 05:40:00.000,396770.408570
3 Jan 2023 05:41:00.000,396752.884594
3 Jan 2023 05:42:00.000,396735.339631
3 Jan 2023 05:43:00.000,396717.774025
3 Jan 2023 05:44:00.000,396700.188125
3 Jan 2023 05:45:00.000,396682.582277
3 Jan 2023 05:46:00.000,396664.956828
3 Jan 2023 05:47:00.000,396647.312127
3 Jan 2023 05:48:00.000,396629.648523
3 Jan 2023 05:49:00.000,396611.966364
3 Jan 2023 05:50:00.000,396594.265998
3 Jan 2023 05:51:00.000,396576.547777
3 Jan 2023 05:52:00.000,396558.812048
3 Jan 2023 05:53:00.000,396541.059164
3 Jan 2023 05:54:00.000,396523.289473
3 Jan 2023 05:55:00.000,396505.503327
3 Jan 2023 05:56:00.000,396487.701077
3 Jan 2023 05:57:00.000,396469.883075
3 Jan 2023 05:58:00.000,396452.049672
3 Jan 2023 05:59:00.000,396434.201221
3 Jan 2023 06:00:00.000,396416.338073
3 Jan 2023 06:01:00.000,396398.460582
3 Jan 2023 06:02:00.000,396380.569101
3 Jan 2023 06:03:00.000,396362.663982
3 Jan 2023 06:04:00.000,396344.745579
3 Jan 2023 06:05:00.000,396326.814247
3 Jan 2023 06:06:00.000,396308.870339
3 Jan 2023 06:07:00.000,396290.914209
3 Jan 2023 06:08:00.000,396272.946212
3 Jan 2023 06:09:00.000,396254.966704
3 Jan 2023 06:10:00.000,396236.976038
3 Jan 2023 06:11:00.000,396218.974571
3 Jan 2023 06:12:00.000,396200.962657
3 Jan 2023 06:13:00.000,396182.940653
3 Jan 2023 06:14:00.000,396164.908915
3 Jan 2023 06:15:00.000,396146.867798
3 Jan 2023 06:16:00.000,396128.817660
3 Jan 2023 06:17:00.000,396110.758856
3 Jan 2023 06:18:00.000,396092.691743
3 Jan 2023 06:19:00.000,396074.616679
3 Jan 2023 06:20:00.000,396056.534021
3 Jan 2023 06:21:00.000,396038.444125
3 Jan 2023 06:22:00.000,396020.347350
3 Jan 2023 06:23:00.000,396002.244052
3 Jan 2023 06:24:00.000,395984.134590
3 Jan 2023 06:25:00.000,395966.019321
3 Jan 2023 06:26:00.000,395947.898604
3 Jan 2023 06:27:00.000,395929.772797
3 Jan 2023 06:28:00.000,395911.642258
3 Jan 2023 06:29:00.000,395893.507345
3 Jan 2023 06:30:00.000,395875.368418
3 Jan 2023 06:31:00.000,395857.225834
3 Jan 2023 06:32:00.000,395839.079952
3 Jan 2023 06:33:00.000,395820.931132
3 Jan 2023 06:34:00.000,395802.779732
3 Jan 2023 06:35:00.000,395784.626111
3 Jan 2023 06:36:00.000,395766.470629
3 Jan 2023 06:37:00.000,395748.313644
3 Jan 2023 06:38:00.000,395730.155516
3 Jan 2023 06:39:00.000,395711.996603
3 Jan 2023 06:40:00.000,395693.837266
3 Jan 2023 06:41:00.000,395675.677864
3 Jan 2023 06:42:00.000,395657.518756
3 Jan 2023 06:43:00.000,395639.360301
3 Jan 2023 06:44:00.000,395621.202860
3 Jan 2023 06:45:00.000,395603.046791
3 Jan 2023 06:46:00.000,395584.892454
3 Jan 2023 06:47:00.000,395566.740208
3 Jan 2023 06:48:00.000,395548.590414
3 Jan 2023 06:49:00.000,395530.443430
3 Jan 2023 06:50:00.000,395512.299616
3 Jan 2023 06:51:00.000,395494.159331
3 Jan 2023 06:52:00.000,395476.022936
3 Jan 2023 06:53:00.000,395457.890788
3 Jan 2023 06:54:00.000,395439.763249
3 Jan 2023 06:55:00.000,395421.640676
3 Jan 2023 06:56:00.000,395403.523429
3 Jan 2023 06:57:00.000,395385.411868
3 Jan 2023 06:58:00.000,395367.306352
3 Jan 2023 06:59:00.000,395349.207239
3 Jan 2023 07:00:00.000,395331.114889
3 Jan 2023 07:01:00.000,395313.029661
3 Jan 2023 07:02:00.000,395294.951912
3 Jan 2023 07:03:00.000,395276.882003
3 Jan 2023 07:04:00.000,395258.820292
3 Jan 2023 07:05:00.000,395240.767137
3 Jan 2023 07:06:00.000,395222.722896
3 Jan 2023 07:07:00.000,395204.687928
3 Jan 2023 07:08:00.000,395186.662592
3 Jan 2023 07:09:00.000,395168.647244
3 Jan 2023 07:10:00.000,395150.642243
3 Jan 2023 07:11:00.000,395132.647946
3 Jan 2023 07:12:00.000,395114.664712
3 Jan 2023 07:13:00.000,395096.692897
3 Jan 2023 07:14:00.000,395078.732859
3 Jan 2023 07:15:00.000,395060.784955
3 Jan 2023 07:16:00.000,395042.849541
3 Jan 2023 07:17:00.000,395024.926974
3 Jan 2023 07:18:00.000,395007.017612
3 Jan 2023 07:19:00.000,394989.121809
3 Jan 2023 07:20:00.000,394971.239922
3 Jan 2023 07:21:00.000,394953.372307
3 Jan 2023 07:22:00.000,394935.519320
3 Jan 2023 07:23:00.000,394917.681316
3 Jan 2023 07:24:00.000,394899.858650
3 Jan 2023 07:25:00.000,394882.051678
3 Jan 2023 07:26:00.000,394864.260753
3 Jan 2023 07:27:00.000,394846.486230
3 Jan 2023 07:28:00.000,394828.728463
3 Jan 2023 07:29:00.000,394810.987807
3 Jan 2023 07:30:00.000,394793.264615
3 Jan 2023 07:31:00.000,394775.559241
3 Jan 2023 07:32:00.000,394757.872036
3 Jan 2023 07:33:00.000,394740.203355
3 Jan 2023 07:34:00.000,394722.553550
3 Jan 2023 07:35:00.000,394704.922972
3 Jan 2023 07:36:00.000,394687.311974
3 Jan 2023 07:37:00.000,394669.720908
3 Jan 2023 07:38:00.000,394652.150124
3 Jan 2023 07:39:00.000,394634.599973
3 Jan 2023 07:40:00.000,394617.070807
3 Jan 2023 07:41:00.000,394599.562974
3 Jan 2023 07:42:00.000,394582.076826
3 Jan 2023 07:43:00.000,394564.612711
3 Jan 2023 07:44:00.000,394547.170979
3 Jan 2023 07:45:00.000,394529.751978
3 Jan 2023 07:46:00.000,394512.356058
3 Jan 2023 07:47:00.000,394494.983565
3 Jan 2023 07:48:00.000,394477.634848
3 Jan 2023 07:49:00.000,394460.310254
3 Jan 2023 07:50:00.000,394443.010129
3 Jan 2023 07:51:00.000,394425.734820
3 Jan 2023 07:52:00.000,394408.484674
3 Jan 2023 07:53:00.000,394391.260035
3 Jan 2023 07:54:00.000,394374.061250
3 Jan 2023 07:55:00.000,394356.888661
3 Jan 2023 07:56:00.000,394339.742615
3 Jan 2023 07:57:00.000,394322.623455
3 Jan 2023 07:58:00.000,394305.531523
3 Jan 2023 07:59:00.000,394288.467164
3 Jan 2023 08:00:00.000,394271.430720
3 Jan 2023 08:01:00.000,394254.422532
3 Jan 2023 08:02:00.000,394237.442942
3 Jan 2023 08:03:00.000,394220.492292
3 Jan 2023 08:04:00.000,394203.570921
3 Jan 2023 08:05:00.000,394186.679170
3 Jan 2023 08:06:00.000,394169.817379
3 Jan 2023 08:07:00.000,394152.985886
3 Jan 2023 08:08:00.000,394136.185029
3 Jan 2023 08:09:00.000,394119.415148
3 Jan 2023 08:10:00.000,394102.676580
3 Jan 2023 08:11:00.000,394085.969660
3 Jan 2023 08:12:00.000,394069.294727
3 Jan 2023 08:13:00.000,394052.652115
3 Jan 2023 08:14:00.000,394036.042160
3 Jan 2023 08:15:00.000,394019.465197
3 Jan 2023 08:16:00.000,394002.921559
3 Jan 2023 08:17:00.000,393986.411581
3 Jan 2023 08:18:00.000,393969.935596
3 Jan 2023 08:19:00.000,393953.493936
3 Jan 2023 08:20:00.000,393937.086932
3 Jan 2023 08:21:00.000,393920.714917
3 Jan 2023 08:22:00.000,393904.378220
3 Jan 2023 08:23:00.000,393888.077172
3 Jan 2023 08:24:00.000,393871.812102
3 Jan 2023 08:25:00.000,393855.583340
3 Jan 2023 08:26:00.000,393839.391212
3 Jan 2023 08:27:00.000,393823.236047
3 Jan 2023 08:28:00.000,393807.118172
3 Jan 2023 08:29:00.000,393791.037913
3 Jan 2023 08:30:00.000,393774.995595
3 Jan 2023 08:31:00.000,393758.991544
3 Jan 2023 08:32:00.000,393743.026083
3 Jan 2023 08:33:00.000,393727.099537
3 Jan 2023 08:34:00.000,393711.212227
3 Jan 2023 08:35:00.000,393695.364478
3 Jan 2023 08:36:00.000,393679.556609
3 Jan 2023 08:37:00.000,393663.788943
3 Jan 2023 08:38:00.000,393648.061798
3 Jan 2023 08:39:00.000,393632.375495
3 Jan 2023 08:40:00.000,393616.730352
3 Jan 2023 08:41:00.000,393601.126687
3 Jan 2023 08:42:00.000,393585.564818
3 Jan 2023 08:43:00.000,393570.045061
3 Jan 2023 08:44:00.000,393554.567732
3 Jan 2023 08:45:00.000,393539.133146
3 Jan 2023 08:46:00.000,393523.741618
3 Jan 2023 08:47:00.000,393508.393460
3 Jan 2023 08:48:00.000,393493.088986
3 Jan 2023 08:49:00.000,393477.828508
3 Jan 2023 08:50:00.000,393462.612337
3 Jan 2023 08:51:00.000,393447.440783
3 Jan 2023 08:52:00.000,393432.314157
3 Jan 2023 08:53:00.000,393417.232767
3 Jan 2023 08:54:00.000,393402.196921
3 Jan 2023 08:55:00.000,393387.206926
3 Jan 2023 08:56:00.000,393372.263090
3 Jan 2023 08:57:00.000,393357.365718
3 Jan 2023 08:58:00.000,393342.515114
3 Jan 2023 08:59:00.000,393327.711582
3 Jan 2023 09:00:00.000,393312.955427
3 Jan 2023 09:01:00.000,393298.246950
3 Jan 2023 09:02:00.000,393283.586452
3 Jan 2023 09:03:00.000,393268.974235
3 Jan 2023 09:04:00.000,393254.410599
3 Jan 2023 09:05:00.000,393239.895841
3 Jan 2023 09:06:00.000,393225.430261
3 Jan 2023 09:07:00.000,393211.014155
3 Jan 2023 09:08:00.000,393196.647820
3 Jan 2023 09:09:00.000,393182.331552
3 Jan 2023 09:10:00.000,393168.065644
3 Jan 2023 09:11:00.000,393153.850391
3 Jan 2023 09:12:00.000,393139.686086
3 Jan 2023 09:13:00.000,393125.573019
3 Jan 2023 09:14:00.000,393111.511483
3 Jan 2023 09:15:00.000,393097.501766
3 Jan 2023 09:16:00.000,393083.544159
